,Time,TimeInterval,StatisticItem,StatisticScope,StatisticParam,StatisticValue,MeasureUnit
1,20130410000000,100,SrcIpEntropy,allnet,allnet,0,num
2,20130410000100,100,SrcIpEntropy,allnet,allnet,0,num
3,20130410000200,100,SrcIpEntropy,allnet,allnet,0,num
4,20130410000300,100,SrcIpEntropy,allnet,allnet,0,num
5,20130410000400,100,SrcIpEntropy,allnet,allnet,0,num
6,20130410000500,100,SrcIpEntropy,allnet,allnet,0,num
7,20130410000600,100,SrcIpEntropy,allnet,allnet,0,num
8,20130410000700,100,SrcIpEntropy,allnet,allnet,0,num
9,20130410000800,100,SrcIpEntropy,allnet,allnet,0,num
10,20130410000900,100,SrcIpEntropy,allnet,allnet,0,num
11,20130410001000,100,SrcIpEntropy,allnet,allnet,0,num
12,20130410001100,100,SrcIpEntropy,allnet,allnet,0,num
13,20130410001200,100,SrcIpEntropy,allnet,allnet,0,num
14,20130410001300,100,SrcIpEntropy,allnet,allnet,0,num
15,20130410001400,100,SrcIpEntropy,allnet,allnet,0,num
16,20130410001500,100,SrcIpEntropy,allnet,allnet,0,num
17,20130410001600,100,SrcIpEntropy,allnet,allnet,0,num
18,20130410001700,100,SrcIpEntropy,allnet,allnet,0,num
19,20130410001800,100,SrcIpEntropy,allnet,allnet,0,num
20,20130410001900,100,SrcIpEntropy,allnet,allnet,0,num
21,20130410002000,100,SrcIpEntropy,allnet,allnet,0,num
22,20130410002100,100,SrcIpEntropy,allnet,allnet,0,num
23,20130410002200,100,SrcIpEntropy,allnet,allnet,0,num
24,20130410002300,100,SrcIpEntropy,allnet,allnet,0,num
25,20130410002400,100,SrcIpEntropy,allnet,allnet,0,num
26,20130410002500,100,SrcIpEntropy,allnet,allnet,0,num
27,20130410002600,100,SrcIpEntropy,allnet,allnet,0,num
28,20130410002700,100,SrcIpEntropy,allnet,allnet,0,num
29,20130410002800,100,SrcIpEntropy,allnet,allnet,0,num
30,20130410002900,100,SrcIpEntropy,allnet,allnet,0,num
31,20130410003000,100,SrcIpEntropy,allnet,allnet,0,num
32,20130410003100,100,SrcIpEntropy,allnet,allnet,0,num
33,20130410003200,100,SrcIpEntropy,allnet,allnet,0,num
34,20130410003300,100,SrcIpEntropy,allnet,allnet,0,num
35,20130410003400,100,SrcIpEntropy,allnet,allnet,0,num
36,20130410003500,100,SrcIpEntropy,allnet,allnet,0,num
37,20130410003600,100,SrcIpEntropy,allnet,allnet,0,num
38,20130410003700,100,SrcIpEntropy,allnet,allnet,0,num
39,20130410003800,100,SrcIpEntropy,allnet,allnet,0,num
40,20130410003900,100,SrcIpEntropy,allnet,allnet,0,num
41,20130410004000,100,SrcIpEntropy,allnet,allnet,0,num
42,20130410004100,100,SrcIpEntropy,allnet,allnet,0,num
43,20130410004200,100,SrcIpEntropy,allnet,allnet,0,num
44,20130410004300,100,SrcIpEntropy,allnet,allnet,0,num
45,20130410004400,100,SrcIpEntropy,allnet,allnet,0,num
46,20130410004500,100,SrcIpEntropy,allnet,allnet,0,num
47,20130410004600,100,SrcIpEntropy,allnet,allnet,0,num
48,20130410004700,100,SrcIpEntropy,allnet,allnet,0,num
49,20130410004800,100,SrcIpEntropy,allnet,allnet,0,num
50,20130410004900,100,SrcIpEntropy,allnet,allnet,0,num
51,20130410005000,100,SrcIpEntropy,allnet,allnet,0,num
52,20130410005100,100,SrcIpEntropy,allnet,allnet,0,num
53,20130410005200,100,SrcIpEntropy,allnet,allnet,0,num
54,20130410005300,100,SrcIpEntropy,allnet,allnet,0,num
55,20130410005400,100,SrcIpEntropy,allnet,allnet,0,num
56,20130410005500,100,SrcIpEntropy,allnet,allnet,0,num
57,20130410005600,100,SrcIpEntropy,allnet,allnet,0,num
58,20130410005700,100,SrcIpEntropy,allnet,allnet,0,num
59,20130410005800,100,SrcIpEntropy,allnet,allnet,0,num
60,20130410005900,100,SrcIpEntropy,allnet,allnet,0,num
61,20130410010000,100,SrcIpEntropy,allnet,allnet,0,num
62,20130410010100,100,SrcIpEntropy,allnet,allnet,0,num
63,20130410010200,100,SrcIpEntropy,allnet,allnet,0,num
64,20130410010300,100,SrcIpEntropy,allnet,allnet,0,num
65,20130410010400,100,SrcIpEntropy,allnet,allnet,0,num
66,20130410010500,100,SrcIpEntropy,allnet,allnet,0,num
67,20130410010600,100,SrcIpEntropy,allnet,allnet,0,num
68,20130410010700,100,SrcIpEntropy,allnet,allnet,0,num
69,20130410010800,100,SrcIpEntropy,allnet,allnet,0,num
70,20130410010900,100,SrcIpEntropy,allnet,allnet,0,num
71,20130410011000,100,SrcIpEntropy,allnet,allnet,0,num
72,20130410011100,100,SrcIpEntropy,allnet,allnet,0,num
73,20130410011200,100,SrcIpEntropy,allnet,allnet,0,num
74,20130410011300,100,SrcIpEntropy,allnet,allnet,0,num
75,20130410011400,100,SrcIpEntropy,allnet,allnet,0,num
76,20130410011500,100,SrcIpEntropy,allnet,allnet,0,num
77,20130410011600,100,SrcIpEntropy,allnet,allnet,0,num
78,20130410011700,100,SrcIpEntropy,allnet,allnet,0,num
79,20130410011800,100,SrcIpEntropy,allnet,allnet,0,num
