,Time,TimeInterval,StatisticItem,StatisticScope,StatisticParam,StatisticValue,MeasureUnit
1,20130412000000,100,StaBytes,allnet,allnet,33942,num
2,20130412000100,100,StaBytes,allnet,allnet,34121,num
3,20130412000200,100,StaBytes,allnet,allnet,19589,num
4,20130412000300,100,StaBytes,allnet,allnet,42113,num
5,20130412000400,100,StaBytes,allnet,allnet,44446,num
6,20130412000500,100,StaBytes,allnet,allnet,24094,num
7,20130412000600,100,StaBytes,allnet,allnet,55743,num
8,20130412000700,100,StaBytes,allnet,allnet,41681,num
9,20130412000800,100,StaBytes,allnet,allnet,35866,num
10,20130412000900,100,StaBytes,allnet,allnet,52547,num
11,20130412001000,100,StaBytes,allnet,allnet,38005,num
12,20130412001100,100,StaBytes,allnet,allnet,45787,num
13,20130412001200,100,StaBytes,allnet,allnet,49446,num
14,20130412001300,100,StaBytes,allnet,allnet,23437,num
15,20130412001400,100,StaBytes,allnet,allnet,85058,num
16,20130412001500,100,StaBytes,allnet,allnet,60237,num
17,20130412001600,100,StaBytes,allnet,allnet,54925,num
18,20130412001700,100,StaBytes,allnet,allnet,31025,num
19,20130412001800,100,StaBytes,allnet,allnet,38877,num
20,20130412001900,100,StaBytes,allnet,allnet,36331,num
21,20130412002000,100,StaBytes,allnet,allnet,48503,num
22,20130412002100,100,StaBytes,allnet,allnet,23430,num
23,20130412002200,100,StaBytes,allnet,allnet,44061,num
24,20130412002300,100,StaBytes,allnet,allnet,37243,num
25,20130412002400,100,StaBytes,allnet,allnet,46075,num
26,20130412002500,100,StaBytes,allnet,allnet,35041,num
27,20130412002600,100,StaBytes,allnet,allnet,49206,num
28,20130412002700,100,StaBytes,allnet,allnet,55179,num
29,20130412002800,100,StaBytes,allnet,allnet,49882,num
30,20130412002900,100,StaBytes,allnet,allnet,42277,num
31,20130412003000,100,StaBytes,allnet,allnet,52196,num
32,20130412003100,100,StaBytes,allnet,allnet,38531,num
33,20130412003200,100,StaBytes,allnet,allnet,53257,num
34,20130412003300,100,StaBytes,allnet,allnet,38706,num
35,20130412003400,100,StaBytes,allnet,allnet,41391,num
36,20130412003500,100,StaBytes,allnet,allnet,42852,num
37,20130412003600,100,StaBytes,allnet,allnet,61713,num
38,20130412003700,100,StaBytes,allnet,allnet,43829,num
39,20130412003800,100,StaBytes,allnet,allnet,44722,num
40,20130412003900,100,StaBytes,allnet,allnet,46833,num
41,20130412004000,100,StaBytes,allnet,allnet,22474,num
42,20130412004100,100,StaBytes,allnet,allnet,44707,num
43,20130412004200,100,StaBytes,allnet,allnet,55776,num
44,20130412004300,100,StaBytes,allnet,allnet,41115,num
45,20130412004400,100,StaBytes,allnet,allnet,40878,num
46,20130412004500,100,StaBytes,allnet,allnet,29369,num
47,20130412004600,100,StaBytes,allnet,allnet,42828,num
48,20130412004700,100,StaBytes,allnet,allnet,63469,num
49,20130412004800,100,StaBytes,allnet,allnet,37751,num
50,20130412004900,100,StaBytes,allnet,allnet,43601,num
51,20130412005000,100,StaBytes,allnet,allnet,45820,num
52,20130412005100,100,StaBytes,allnet,allnet,39997,num
53,20130412005200,100,StaBytes,allnet,allnet,40733,num
54,20130412005300,100,StaBytes,allnet,allnet,37668,num
55,20130412005400,100,StaBytes,allnet,allnet,27100,num
56,20130412005500,100,StaBytes,allnet,allnet,38917,num
57,20130412005600,100,StaBytes,allnet,allnet,66432,num
