,Time,TimeInterval,StatisticItem,StatisticScope,StatisticParam,StatisticValue,MeasureUnit
1,20130412000000,100,SrcTotalBytes,allnet,allnet,399.3176470588235,num
2,20130412000100,100,SrcTotalBytes,allnet,allnet,370.8804347826087,num
3,20130412000200,100,SrcTotalBytes,allnet,allnet,241.8395061728395,num
4,20130412000300,100,SrcTotalBytes,allnet,allnet,448.01063829787233,num
5,20130412000400,100,SrcTotalBytes,allnet,allnet,462.9791666666667,num
6,20130412000500,100,SrcTotalBytes,allnet,allnet,317.0263157894737,num
7,20130412000600,100,SrcTotalBytes,allnet,allnet,551.9108910891089,num
8,20130412000700,100,SrcTotalBytes,allnet,allnet,443.4148936170213,num
9,20130412000800,100,SrcTotalBytes,allnet,allnet,432.12048192771084,num
10,20130412000900,100,SrcTotalBytes,allnet,allnet,465.01769911504425,num
11,20130412001000,100,SrcTotalBytes,allnet,allnet,422.27777777777777,num
12,20130412001100,100,SrcTotalBytes,allnet,allnet,472.03092783505156,num
13,20130412001200,100,SrcTotalBytes,allnet,allnet,462.1121495327103,num
14,20130412001300,100,SrcTotalBytes,allnet,allnet,289.34567901234567,num
15,20130412001400,100,SrcTotalBytes,allnet,allnet,664.515625,num
16,20130412001500,100,SrcTotalBytes,allnet,allnet,684.5113636363636,num
17,20130412001600,100,SrcTotalBytes,allnet,allnet,543.8118811881188,num
18,20130412001700,100,SrcTotalBytes,allnet,allnet,369.3452380952381,num
19,20130412001800,100,SrcTotalBytes,allnet,allnet,431.96666666666664,num
20,20130412001900,100,SrcTotalBytes,allnet,allnet,408.2134831460674,num
21,20130412002000,100,SrcTotalBytes,allnet,allnet,470.90291262135923,num
22,20130412002100,100,SrcTotalBytes,allnet,allnet,257.4725274725275,num
23,20130412002200,100,SrcTotalBytes,allnet,allnet,458.96875,num
24,20130412002300,100,SrcTotalBytes,allnet,allnet,413.81111111111113,num
25,20130412002400,100,SrcTotalBytes,allnet,allnet,475.0,num
26,20130412002500,100,SrcTotalBytes,allnet,allnet,389.34444444444443,num
27,20130412002600,100,SrcTotalBytes,allnet,allnet,451.43119266055044,num
28,20130412002700,100,SrcTotalBytes,allnet,allnet,520.5566037735849,num
29,20130412002800,100,SrcTotalBytes,allnet,allnet,525.0736842105263,num
30,20130412002900,100,SrcTotalBytes,allnet,allnet,445.0210526315789,num
31,20130412003000,100,SrcTotalBytes,allnet,allnet,501.88461538461536,num
32,20130412003100,100,SrcTotalBytes,allnet,allnet,458.70238095238096,num
33,20130412003200,100,SrcTotalBytes,allnet,allnet,497.7289719626168,num
34,20130412003300,100,SrcTotalBytes,allnet,allnet,383.2277227722772,num
