,Time,TimeInterval,StatisticItem,StatisticScope,StatisticParam,StatisticValue,MeasureUnit
1,20130413000000,100,PayloadBytes,allnet,allnet,8212,num
2,20130413000100,100,PayloadBytes,allnet,allnet,703,num
3,20130413000200,100,PayloadBytes,allnet,allnet,1998,num
4,20130413000300,100,PayloadBytes,allnet,allnet,6276,num
5,20130413000400,100,PayloadBytes,allnet,allnet,4557,num
6,20130413000500,100,PayloadBytes,allnet,allnet,53736,num
7,20130413000600,100,PayloadBytes,allnet,allnet,28827,num
8,20130413000700,100,PayloadBytes,allnet,allnet,1994,num
9,20130413000800,100,PayloadBytes,allnet,allnet,33916,num
10,20130413000900,100,PayloadBytes,allnet,allnet,44974,num
11,20130413001000,100,PayloadBytes,allnet,allnet,18452,num
12,20130413001100,100,PayloadBytes,allnet,allnet,16212,num
13,20130413001200,100,PayloadBytes,allnet,allnet,38507,num
14,20130413001300,100,PayloadBytes,allnet,allnet,31875,num
15,20130413001400,100,PayloadBytes,allnet,allnet,13949,num
16,20130413001500,100,PayloadBytes,allnet,allnet,39018,num
17,20130413001600,100,PayloadBytes,allnet,allnet,31346,num
18,20130413001700,100,PayloadBytes,allnet,allnet,10762,num
19,20130413001800,100,PayloadBytes,allnet,allnet,38166,num
20,20130413001900,100,PayloadBytes,allnet,allnet,32894,num
21,20130413002000,100,PayloadBytes,allnet,allnet,18996,num
22,20130413002100,100,PayloadBytes,allnet,allnet,39387,num
23,20130413002200,100,PayloadBytes,allnet,allnet,39901,num
24,20130413002300,100,PayloadBytes,allnet,allnet,16257,num
25,20130413002400,100,PayloadBytes,allnet,allnet,38575,num
26,20130413002500,100,PayloadBytes,allnet,allnet,29921,num
27,20130413002600,100,PayloadBytes,allnet,allnet,23939,num
28,20130413002700,100,PayloadBytes,allnet,allnet,36399,num
29,20130413002800,100,PayloadBytes,allnet,allnet,29331,num
30,20130413002900,100,PayloadBytes,allnet,allnet,22338,num
31,20130413003000,100,PayloadBytes,allnet,allnet,51337,num
32,20130413003100,100,PayloadBytes,allnet,allnet,31585,num
33,20130413003200,100,PayloadBytes,allnet,allnet,20110,num
34,20130413003300,100,PayloadBytes,allnet,allnet,46844,num
35,20130413003400,100,PayloadBytes,allnet,allnet,29798,num
36,20130413003500,100,PayloadBytes,allnet,allnet,27253,num
37,20130413003600,100,PayloadBytes,allnet,allnet,41066,num
38,20130413003700,100,PayloadBytes,allnet,allnet,25866,num
39,20130413003800,100,PayloadBytes,allnet,allnet,43303,num
40,20130413003900,100,PayloadBytes,allnet,allnet,30034,num
41,20130413004000,100,PayloadBytes,allnet,allnet,29285,num
42,20130413004100,100,PayloadBytes,allnet,allnet,45459,num
43,20130413004200,100,PayloadBytes,allnet,allnet,33250,num
44,20130413004300,100,PayloadBytes,allnet,allnet,27862,num
45,20130413004400,100,PayloadBytes,allnet,allnet,36743,num
46,20130413004500,100,PayloadBytes,allnet,allnet,27705,num
47,20130413004600,100,PayloadBytes,allnet,allnet,47310,num
48,20130413004700,100,PayloadBytes,allnet,allnet,23744,num
49,20130413004800,100,PayloadBytes,allnet,allnet,28778,num
50,20130413004900,100,PayloadBytes,allnet,allnet,43984,num
51,20130413005000,100,PayloadBytes,allnet,allnet,34486,num
52,20130413005100,100,PayloadBytes,allnet,allnet,41738,num
53,20130413005200,100,PayloadBytes,allnet,allnet,23974,num
54,20130413005300,100,PayloadBytes,allnet,allnet,44913,num
55,20130413005400,100,PayloadBytes,allnet,allnet,47165,num
56,20130413005500,100,PayloadBytes,allnet,allnet,18557,num
57,20130413005600,100,PayloadBytes,allnet,allnet,46965,num
58,20130413005700,100,PayloadBytes,allnet,allnet,37174,num
59,20130413005800,100,PayloadBytes,allnet,allnet,40141,num
60,20130413005900,100,PayloadBytes,allnet,allnet,28994,num
61,20130413010000,100,PayloadBytes,allnet,allnet,35634,num
62,20130413010100,100,PayloadBytes,allnet,allnet,54511,num
63,20130413010200,100,PayloadBytes,allnet,allnet,24572,num
64,20130413010300,100,PayloadBytes,allnet,allnet,43765,num
65,20130413010400,100,PayloadBytes,allnet,allnet,34313,num
66,20130413010500,100,PayloadBytes,allnet,allnet,45417,num
67,20130413010600,100,PayloadBytes,allnet,allnet,39073,num
