,Time,TimeInterval,StatisticItem,StatisticScope,StatisticParam,StatisticValue,MeasureUnit
1,20130411000000,100,PayloadBytes,allnet,allnet,14489,num
2,20130411000100,100,PayloadBytes,allnet,allnet,9662,num
3,20130411000200,100,PayloadBytes,allnet,allnet,13331,num
4,20130411000300,100,PayloadBytes,allnet,allnet,14648,num
5,20130411000400,100,PayloadBytes,allnet,allnet,29518,num
6,20130411000500,100,PayloadBytes,allnet,allnet,26914,num
7,20130411000600,100,PayloadBytes,allnet,allnet,32328,num
8,20130411000700,100,PayloadBytes,allnet,allnet,26751,num
9,20130411000800,100,PayloadBytes,allnet,allnet,54567,num
10,20130411000900,100,PayloadBytes,allnet,allnet,58857,num
11,20130411001000,100,PayloadBytes,allnet,allnet,36847,num
12,20130411001100,100,PayloadBytes,allnet,allnet,41056,num
13,20130411001200,100,PayloadBytes,allnet,allnet,43650,num
14,20130411001300,100,PayloadBytes,allnet,allnet,36537,num
15,20130411001400,100,PayloadBytes,allnet,allnet,36286,num
16,20130411001500,100,PayloadBytes,allnet,allnet,37263,num
17,20130411001600,100,PayloadBytes,allnet,allnet,24919,num
18,20130411001700,100,PayloadBytes,allnet,allnet,56696,num
19,20130411001800,100,PayloadBytes,allnet,allnet,47098,num
20,20130411001900,100,PayloadBytes,allnet,allnet,47929,num
21,20130411002000,100,PayloadBytes,allnet,allnet,45984,num
22,20130411002100,100,PayloadBytes,allnet,allnet,52937,num
23,20130411002200,100,PayloadBytes,allnet,allnet,36502,num
24,20130411002300,100,PayloadBytes,allnet,allnet,50789,num
25,20130411002400,100,PayloadBytes,allnet,allnet,34882,num
26,20130411002500,100,PayloadBytes,allnet,allnet,35871,num
27,20130411002600,100,PayloadBytes,allnet,allnet,62340,num
28,20130411002700,100,PayloadBytes,allnet,allnet,29900,num
29,20130411002800,100,PayloadBytes,allnet,allnet,49785,num
30,20130411002900,100,PayloadBytes,allnet,allnet,45261,num
31,20130411003000,100,PayloadBytes,allnet,allnet,34596,num
32,20130411003100,100,PayloadBytes,allnet,allnet,60280,num
33,20130411003200,100,PayloadBytes,allnet,allnet,27928,num
34,20130411003300,100,PayloadBytes,allnet,allnet,49109,num
35,20130411003400,100,PayloadBytes,allnet,allnet,38767,num
36,20130411003500,100,PayloadBytes,allnet,allnet,39195,num
37,20130411003600,100,PayloadBytes,allnet,allnet,44648,num
38,20130411003700,100,PayloadBytes,allnet,allnet,55204,num
