,Time,TimeInterval,StatisticItem,StatisticScope,StatisticParam,StatisticValue,MeasureUnit
1,20130410000000,100,SrcPacketCount,allnet,allnet,,num
2,20130410000100,100,SrcPacketCount,allnet,allnet,,num
3,20130410000200,100,SrcPacketCount,allnet,allnet,,num
4,20130410000300,100,SrcPacketCount,allnet,allnet,,num
5,20130410000400,100,SrcPacketCount,allnet,allnet,,num
6,20130410000500,100,SrcPacketCount,allnet,allnet,,num
7,20130410000600,100,SrcPacketCount,allnet,allnet,,num
8,20130410000700,100,SrcPacketCount,allnet,allnet,,num
9,20130410000800,100,SrcPacketCount,allnet,allnet,,num
10,20130410000900,100,SrcPacketCount,allnet,allnet,,num
11,20130410001000,100,SrcPacketCount,allnet,allnet,,num
12,20130410001100,100,SrcPacketCount,allnet,allnet,,num
13,20130410001200,100,SrcPacketCount,allnet,allnet,,num
14,20130410001300,100,SrcPacketCount,allnet,allnet,,num
15,20130410001400,100,SrcPacketCount,allnet,allnet,,num
16,20130410001500,100,SrcPacketCount,allnet,allnet,,num
17,20130410001600,100,SrcPacketCount,allnet,allnet,,num
18,20130410001700,100,SrcPacketCount,allnet,allnet,,num
19,20130410001800,100,SrcPacketCount,allnet,allnet,,num
20,20130410001900,100,SrcPacketCount,allnet,allnet,,num
21,20130410002000,100,SrcPacketCount,allnet,allnet,,num
22,20130410002100,100,SrcPacketCount,allnet,allnet,,num
23,20130410002200,100,SrcPacketCount,allnet,allnet,,num
24,20130410002300,100,SrcPacketCount,allnet,allnet,,num
25,20130410002400,100,SrcPacketCount,allnet,allnet,,num
26,20130410002500,100,SrcPacketCount,allnet,allnet,,num
27,20130410002600,100,SrcPacketCount,allnet,allnet,,num
28,20130410002700,100,SrcPacketCount,allnet,allnet,,num
29,20130410002800,100,SrcPacketCount,allnet,allnet,,num
30,20130410002900,100,SrcPacketCount,allnet,allnet,,num
31,20130410003000,100,SrcPacketCount,allnet,allnet,,num
32,20130410003100,100,SrcPacketCount,allnet,allnet,,num
33,20130410003200,100,SrcPacketCount,allnet,allnet,,num
