,Time,TimeInterval,StatisticItem,StatisticScope,StatisticParam,StatisticValue,MeasureUnit
1,20130411000000,100,StaBytes,allnet,allnet,324,num
2,20130411000100,100,StaBytes,allnet,allnet,301,num
3,20130411000200,100,StaBytes,allnet,allnet,311,num
4,20130411000300,100,StaBytes,allnet,allnet,212,num
5,20130411000400,100,StaBytes,allnet,allnet,279,num
6,20130411000500,100,StaBytes,allnet,allnet,397,num
7,20130411000600,100,StaBytes,allnet,allnet,971,num
8,20130411000700,100,StaBytes,allnet,allnet,279,num
9,20130411000800,100,StaBytes,allnet,allnet,1132,num
10,20130411000900,100,StaBytes,allnet,allnet,1971,num
11,20130411001000,100,StaBytes,allnet,allnet,413,num
12,20130411001100,100,StaBytes,allnet,allnet,389,num
13,20130411001200,100,StaBytes,allnet,allnet,392,num
14,20130411001300,100,StaBytes,allnet,allnet,340,num
15,20130411001400,100,StaBytes,allnet,allnet,317,num
16,20130411001500,100,StaBytes,allnet,allnet,386,num
17,20130411001600,100,StaBytes,allnet,allnet,388,num
18,20130411001700,100,StaBytes,allnet,allnet,1447,num
19,20130411001800,100,StaBytes,allnet,allnet,561,num
20,20130411001900,100,StaBytes,allnet,allnet,646,num
21,20130411002000,100,StaBytes,allnet,allnet,1288,num
22,20130411002100,100,StaBytes,allnet,allnet,660,num
23,20130411002200,100,StaBytes,allnet,allnet,870,num
24,20130411002300,100,StaBytes,allnet,allnet,518,num
25,20130411002400,100,StaBytes,allnet,allnet,1331,num
26,20130411002500,100,StaBytes,allnet,allnet,312,num
27,20130411002600,100,StaBytes,allnet,allnet,940,num
28,20130411002700,100,StaBytes,allnet,allnet,476,num
29,20130411002800,100,StaBytes,allnet,allnet,495,num
30,20130411002900,100,StaBytes,allnet,allnet,391,num
31,20130411003000,100,StaBytes,allnet,allnet,372,num
32,20130411003100,100,StaBytes,allnet,allnet,2148,num
33,20130411003200,100,StaBytes,allnet,allnet,506,num
34,20130411003300,100,StaBytes,allnet,allnet,829,num
35,20130411003400,100,StaBytes,allnet,allnet,557,num
36,20130411003500,100,StaBytes,allnet,allnet,404,num
37,20130411003600,100,StaBytes,allnet,allnet,424,num
38,20130411003700,100,StaBytes,allnet,allnet,1335,num
39,20130411003800,100,StaBytes,allnet,allnet,956,num
40,20130411003900,100,StaBytes,allnet,allnet,1297,num
41,20130411004000,100,StaBytes,allnet,allnet,366,num
42,20130411004100,100,StaBytes,allnet,allnet,482,num
43,20130411004200,100,StaBytes,allnet,allnet,327,num
44,20130411004300,100,StaBytes,allnet,allnet,306,num
45,20130411004400,100,StaBytes,allnet,allnet,415,num
46,20130411004500,100,StaBytes,allnet,allnet,1123,num
47,20130411004600,100,StaBytes,allnet,allnet,1933,num
48,20130411004700,100,StaBytes,allnet,allnet,437,num
49,20130411004800,100,StaBytes,allnet,allnet,681,num
50,20130411004900,100,StaBytes,allnet,allnet,885,num
51,20130411005000,100,StaBytes,allnet,allnet,565,num
52,20130411005100,100,StaBytes,allnet,allnet,449,num
53,20130411005200,100,StaBytes,allnet,allnet,593,num
54,20130411005300,100,StaBytes,allnet,allnet,920,num
55,20130411005400,100,StaBytes,allnet,allnet,700,num
56,20130411005500,100,StaBytes,allnet,allnet,307,num
57,20130411005600,100,StaBytes,allnet,allnet,1090,num
58,20130411005700,100,StaBytes,allnet,allnet,438,num
59,20130411005800,100,StaBytes,allnet,allnet,973,num
60,20130411005900,100,StaBytes,allnet,allnet,1550,num
61,20130411010000,100,StaBytes,allnet,allnet,1515,num
62,20130411010100,100,StaBytes,allnet,allnet,745,num
63,20130411010200,100,StaBytes,allnet,allnet,902,num
64,20130411010300,100,StaBytes,allnet,allnet,492,num
65,20130411010400,100,StaBytes,allnet,allnet,215,num
66,20130411010500,100,StaBytes,allnet,allnet,568,num
67,20130411010600,100,StaBytes,allnet,allnet,1263,num
68,20130411010700,100,StaBytes,allnet,allnet,545,num
69,20130411010800,100,StaBytes,allnet,allnet,468,num
70,20130411010900,100,StaBytes,allnet,allnet,1506,num
71,20130411011000,100,StaBytes,allnet,allnet,416,num
72,20130411011100,100,StaBytes,allnet,allnet,420,num
73,20130411011200,100,StaBytes,allnet,allnet,203,num
74,20130411011300,100,StaBytes,allnet,allnet,305,num
75,20130411011400,100,StaBytes,allnet,allnet,622,num
76,20130411011500,100,StaBytes,allnet,allnet,1800,num
77,20130411011600,100,StaBytes,allnet,allnet,1159,num
78,20130411011700,100,StaBytes,allnet,allnet,431,num
79,20130411011800,100,StaBytes,allnet,allnet,1296,num
80,20130411011900,100,StaBytes,allnet,allnet,1064,num
81,20130411012000,100,StaBytes,allnet,allnet,928,num
82,20130411012100,100,StaBytes,allnet,allnet,1136,num
83,20130411012200,100,StaBytes,allnet,allnet,342,num
84,20130411012300,100,StaBytes,allnet,allnet,337,num
85,20130411012400,100,StaBytes,allnet,allnet,326,num
86,20130411012500,100,StaBytes,allnet,allnet,249,num
87,20130411012600,100,StaBytes,allnet,allnet,339,num
88,20130411012700,100,StaBytes,allnet,allnet,765,num
89,20130411012800,100,StaBytes,allnet,allnet,575,num
90,20130411012900,100,StaBytes,allnet,allnet,943,num
91,20130411013000,100,StaBytes,allnet,allnet,442,num
92,20130411013100,100,StaBytes,allnet,allnet,790,num
93,20130411013200,100,StaBytes,allnet,allnet,679,num
94,20130411013300,100,StaBytes,allnet,allnet,315,num
95,20130411013400,100,StaBytes,allnet,allnet,862,num
96,20130411013500,100,StaBytes,allnet,allnet,347,num
97,20130411013600,100,StaBytes,allnet,allnet,493,num
98,20130411013700,100,StaBytes,allnet,allnet,334,num
99,20130411013800,100,StaBytes,allnet,allnet,1187,num
100,20130411013900,100,StaBytes,allnet,allnet,234,num
101,20130411014000,100,StaBytes,allnet,allnet,122,num
102,20130411014100,100,StaBytes,allnet,allnet,1053,num
103,20130411014200,100,StaBytes,allnet,allnet,958,num
104,20130411014300,100,StaBytes,allnet,allnet,2341,num
105,20130411014400,100,StaBytes,allnet,allnet,1499,num
106,20130411014500,100,StaBytes,allnet,allnet,572,num
107,20130411014600,100,StaBytes,allnet,allnet,471,num
108,20130411014700,100,StaBytes,allnet,allnet,684,num
109,20130411014800,100,StaBytes,allnet,allnet,1154,num
110,20130411014900,100,StaBytes,allnet,allnet,381,num
111,20130411015000,100,StaBytes,allnet,allnet,324,num
112,20130411015100,100,StaBytes,allnet,allnet,1043,num
113,20130411015200,100,StaBytes,allnet,allnet,361,num
114,20130411015300,100,StaBytes,allnet,allnet,520,num
115,20130411015400,100,StaBytes,allnet,allnet,244,num
116,20130411015500,100,StaBytes,allnet,allnet,1723,num
117,20130411015600,100,StaBytes,allnet,allnet,279,num
118,20130411015700,100,StaBytes,allnet,allnet,1282,num
119,20130411015800,100,StaBytes,allnet,allnet,983,num
120,20130411015900,100,StaBytes,allnet,allnet,916,num
121,20130411020000,100,StaBytes,allnet,allnet,1197,num
122,20130411020100,100,StaBytes,allnet,allnet,1196,num
123,20130411020200,100,StaBytes,allnet,allnet,685,num
124,20130411020300,100,StaBytes,allnet,allnet,575,num
125,20130411020400,100,StaBytes,allnet,allnet,543,num
126,20130411020500,100,StaBytes,allnet,allnet,435,num
127,20130411020600,100,StaBytes,allnet,allnet,509,num
128,20130411020700,100,StaBytes,allnet,allnet,387,num
129,20130411020800,100,StaBytes,allnet,allnet,425,num
130,20130411020900,100,StaBytes,allnet,allnet,1266,num
131,20130411021000,100,StaBytes,allnet,allnet,311,num
132,20130411021100,100,StaBytes,allnet,allnet,1857,num
133,20130411021200,100,StaBytes,allnet,allnet,682,num
134,20130411021300,100,StaBytes,allnet,allnet,765,num
135,20130411021400,100,StaBytes,allnet,allnet,756,num
136,20130411021500,100,StaBytes,allnet,allnet,411,num
137,20130411021600,100,StaBytes,allnet,allnet,307,num
138,20130411021700,100,StaBytes,allnet,allnet,1007,num
139,20130411021800,100,StaBytes,allnet,allnet,852,num
140,20130411021900,100,StaBytes,allnet,allnet,310,num
141,20130411022000,100,StaBytes,allnet,allnet,403,num
142,20130411022100,100,StaBytes,allnet,allnet,949,num
143,20130411022200,100,StaBytes,allnet,allnet,364,num
144,20130411022300,100,StaBytes,allnet,allnet,346,num
145,20130411022400,100,StaBytes,allnet,allnet,179,num
146,20130411022500,100,StaBytes,allnet,allnet,1237,num
147,20130411022600,100,StaBytes,allnet,allnet,784,num
148,20130411022700,100,StaBytes,allnet,allnet,887,num
149,20130411022800,100,StaBytes,allnet,allnet,597,num
150,20130411022900,100,StaBytes,allnet,allnet,566,num
151,20130411023000,100,StaBytes,allnet,allnet,404,num
152,20130411023100,100,StaBytes,allnet,allnet,1586,num
153,20130411023200,100,StaBytes,allnet,allnet,1004,num
154,20130411023300,100,StaBytes,allnet,allnet,493,num
155,20130411023400,100,StaBytes,allnet,allnet,666,num
