,Time,TimeInterval,StatisticItem,StatisticScope,StatisticParam,StatisticValue,MeasureUnit
1,20130412000000,100,StaBytes,allnet,allnet,394,num
2,20130412000100,100,StaBytes,allnet,allnet,433,num
3,20130412000200,100,StaBytes,allnet,allnet,178,num
4,20130412000300,100,StaBytes,allnet,allnet,302,num
5,20130412000400,100,StaBytes,allnet,allnet,491,num
6,20130412000500,100,StaBytes,allnet,allnet,192,num
7,20130412000600,100,StaBytes,allnet,allnet,475,num
8,20130412000700,100,StaBytes,allnet,allnet,323,num
9,20130412000800,100,StaBytes,allnet,allnet,265,num
10,20130412000900,100,StaBytes,allnet,allnet,549,num
11,20130412001000,100,StaBytes,allnet,allnet,307,num
12,20130412001100,100,StaBytes,allnet,allnet,497,num
13,20130412001200,100,StaBytes,allnet,allnet,488,num
14,20130412001300,100,StaBytes,allnet,allnet,217,num
15,20130412001400,100,StaBytes,allnet,allnet,1038,num
16,20130412001500,100,StaBytes,allnet,allnet,686,num
17,20130412001600,100,StaBytes,allnet,allnet,468,num
18,20130412001700,100,StaBytes,allnet,allnet,237,num
19,20130412001800,100,StaBytes,allnet,allnet,284,num
20,20130412001900,100,StaBytes,allnet,allnet,297,num
21,20130412002000,100,StaBytes,allnet,allnet,411,num
22,20130412002100,100,StaBytes,allnet,allnet,215,num
23,20130412002200,100,StaBytes,allnet,allnet,453,num
24,20130412002300,100,StaBytes,allnet,allnet,312,num
25,20130412002400,100,StaBytes,allnet,allnet,351,num
26,20130412002500,100,StaBytes,allnet,allnet,305,num
27,20130412002600,100,StaBytes,allnet,allnet,415,num
28,20130412002700,100,StaBytes,allnet,allnet,524,num
29,20130412002800,100,StaBytes,allnet,allnet,546,num
30,20130412002900,100,StaBytes,allnet,allnet,442,num
31,20130412003000,100,StaBytes,allnet,allnet,552,num
32,20130412003100,100,StaBytes,allnet,allnet,420,num
33,20130412003200,100,StaBytes,allnet,allnet,542,num
34,20130412003300,100,StaBytes,allnet,allnet,342,num
35,20130412003400,100,StaBytes,allnet,allnet,346,num
36,20130412003500,100,StaBytes,allnet,allnet,336,num
37,20130412003600,100,StaBytes,allnet,allnet,609,num
38,20130412003700,100,StaBytes,allnet,allnet,438,num
39,20130412003800,100,StaBytes,allnet,allnet,373,num
40,20130412003900,100,StaBytes,allnet,allnet,510,num
41,20130412004000,100,StaBytes,allnet,allnet,186,num
42,20130412004100,100,StaBytes,allnet,allnet,356,num
43,20130412004200,100,StaBytes,allnet,allnet,671,num
44,20130412004300,100,StaBytes,allnet,allnet,306,num
45,20130412004400,100,StaBytes,allnet,allnet,346,num
46,20130412004500,100,StaBytes,allnet,allnet,252,num
47,20130412004600,100,StaBytes,allnet,allnet,346,num
48,20130412004700,100,StaBytes,allnet,allnet,656,num
49,20130412004800,100,StaBytes,allnet,allnet,292,num
50,20130412004900,100,StaBytes,allnet,allnet,474,num
51,20130412005000,100,StaBytes,allnet,allnet,462,num
52,20130412005100,100,StaBytes,allnet,allnet,424,num
53,20130412005200,100,StaBytes,allnet,allnet,298,num
54,20130412005300,100,StaBytes,allnet,allnet,298,num
55,20130412005400,100,StaBytes,allnet,allnet,229,num
56,20130412005500,100,StaBytes,allnet,allnet,288,num
57,20130412005600,100,StaBytes,allnet,allnet,655,num
58,20130412005700,100,StaBytes,allnet,allnet,568,num
59,20130412005800,100,StaBytes,allnet,allnet,639,num
60,20130412005900,100,StaBytes,allnet,allnet,332,num
61,20130412010000,100,StaBytes,allnet,allnet,476,num
62,20130412010100,100,StaBytes,allnet,allnet,426,num
63,20130412010200,100,StaBytes,allnet,allnet,310,num
64,20130412010300,100,StaBytes,allnet,allnet,517,num
65,20130412010400,100,StaBytes,allnet,allnet,253,num
66,20130412010500,100,StaBytes,allnet,allnet,324,num
67,20130412010600,100,StaBytes,allnet,allnet,325,num
68,20130412010700,100,StaBytes,allnet,allnet,534,num
69,20130412010800,100,StaBytes,allnet,allnet,453,num
70,20130412010900,100,StaBytes,allnet,allnet,268,num
71,20130412011000,100,StaBytes,allnet,allnet,589,num
72,20130412011100,100,StaBytes,allnet,allnet,604,num
73,20130412011200,100,StaBytes,allnet,allnet,629,num
74,20130412011300,100,StaBytes,allnet,allnet,605,num
75,20130412011400,100,StaBytes,allnet,allnet,277,num
76,20130412011500,100,StaBytes,allnet,allnet,530,num
77,20130412011600,100,StaBytes,allnet,allnet,532,num
78,20130412011700,100,StaBytes,allnet,allnet,384,num
79,20130412011800,100,StaBytes,allnet,allnet,408,num
80,20130412011900,100,StaBytes,allnet,allnet,286,num
81,20130412012000,100,StaBytes,allnet,allnet,196,num
82,20130412012100,100,StaBytes,allnet,allnet,599,num
83,20130412012200,100,StaBytes,allnet,allnet,288,num
84,20130412012300,100,StaBytes,allnet,allnet,381,num
85,20130412012400,100,StaBytes,allnet,allnet,333,num
86,20130412012500,100,StaBytes,allnet,allnet,217,num
87,20130412012600,100,StaBytes,allnet,allnet,806,num
88,20130412012700,100,StaBytes,allnet,allnet,352,num
89,20130412012800,100,StaBytes,allnet,allnet,675,num
90,20130412012900,100,StaBytes,allnet,allnet,425,num
91,20130412013000,100,StaBytes,allnet,allnet,608,num
92,20130412013100,100,StaBytes,allnet,allnet,543,num
93,20130412013200,100,StaBytes,allnet,allnet,289,num
94,20130412013300,100,StaBytes,allnet,allnet,221,num
95,20130412013400,100,StaBytes,allnet,allnet,253,num
96,20130412013500,100,StaBytes,allnet,allnet,373,num
97,20130412013600,100,StaBytes,allnet,allnet,388,num
98,20130412013700,100,StaBytes,allnet,allnet,487,num
99,20130412013800,100,StaBytes,allnet,allnet,291,num
100,20130412013900,100,StaBytes,allnet,allnet,359,num
101,20130412014000,100,StaBytes,allnet,allnet,659,num
102,20130412014100,100,StaBytes,allnet,allnet,226,num
103,20130412014200,100,StaBytes,allnet,allnet,222,num
104,20130412014300,100,StaBytes,allnet,allnet,474,num
105,20130412014400,100,StaBytes,allnet,allnet,367,num
106,20130412014500,100,StaBytes,allnet,allnet,514,num
107,20130412014600,100,StaBytes,allnet,allnet,429,num
108,20130412014700,100,StaBytes,allnet,allnet,249,num
109,20130412014800,100,StaBytes,allnet,allnet,309,num
110,20130412014900,100,StaBytes,allnet,allnet,321,num
111,20130412015000,100,StaBytes,allnet,allnet,401,num
112,20130412015100,100,StaBytes,allnet,allnet,521,num
113,20130412015200,100,StaBytes,allnet,allnet,330,num
114,20130412015300,100,StaBytes,allnet,allnet,188,num
115,20130412015400,100,StaBytes,allnet,allnet,652,num
116,20130412015500,100,StaBytes,allnet,allnet,449,num
117,20130412015600,100,StaBytes,allnet,allnet,857,num
118,20130412015700,100,StaBytes,allnet,allnet,358,num
119,20130412015800,100,StaBytes,allnet,allnet,287,num
120,20130412015900,100,StaBytes,allnet,allnet,596,num
121,20130412020000,100,StaBytes,allnet,allnet,451,num
122,20130412020100,100,StaBytes,allnet,allnet,484,num
123,20130412020200,100,StaBytes,allnet,allnet,173,num
124,20130412020300,100,StaBytes,allnet,allnet,254,num
125,20130412020400,100,StaBytes,allnet,allnet,251,num
126,20130412020500,100,StaBytes,allnet,allnet,339,num
127,20130412020600,100,StaBytes,allnet,allnet,914,num
128,20130412020700,100,StaBytes,allnet,allnet,318,num
129,20130412020800,100,StaBytes,allnet,allnet,522,num
130,20130412020900,100,StaBytes,allnet,allnet,283,num
131,20130412021000,100,StaBytes,allnet,allnet,496,num
