,Time,TimeInterval,StatisticItem,StatisticScope,StatisticParam,StatisticValue,MeasureUnit
1,20130411000000,100,StaBytes,allnet,allnet,TCP,num
2,20130411000100,100,StaBytes,allnet,allnet,TCP,num
3,20130411000200,100,StaBytes,allnet,allnet,TCP,num
4,20130411000300,100,StaBytes,allnet,allnet,UDPTCP,num
5,20130411000400,100,StaBytes,allnet,allnet,TCPUDP,num
6,20130411000500,100,StaBytes,allnet,allnet,TCPUDP,num
7,20130411000600,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
8,20130411000700,100,StaBytes,allnet,allnet,TCPUDP,num
9,20130411000800,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
10,20130411000900,100,StaBytes,allnet,allnet,TCPUDP,num
11,20130411001000,100,StaBytes,allnet,allnet,TCPUDP,num
12,20130411001100,100,StaBytes,allnet,allnet,TCPUDP,num
13,20130411001200,100,StaBytes,allnet,allnet,TCPUDP,num
14,20130411001300,100,StaBytes,allnet,allnet,TCPUDP,num
15,20130411001400,100,StaBytes,allnet,allnet,TCPUDP,num
16,20130411001500,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
17,20130411001600,100,StaBytes,allnet,allnet,TCPUDP,num
18,20130411001700,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
19,20130411001800,100,StaBytes,allnet,allnet,TCPUDP,num
20,20130411001900,100,StaBytes,allnet,allnet,OTHERUDPTCP,num
21,20130411002000,100,StaBytes,allnet,allnet,TCP,num
22,20130411002100,100,StaBytes,allnet,allnet,TCPUDP,num
23,20130411002200,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
24,20130411002300,100,StaBytes,allnet,allnet,TCPUDP,num
25,20130411002400,100,StaBytes,allnet,allnet,UDPTCP,num
26,20130411002500,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
27,20130411002600,100,StaBytes,allnet,allnet,TCPUDP,num
28,20130411002700,100,StaBytes,allnet,allnet,TCPUDP,num
29,20130411002800,100,StaBytes,allnet,allnet,TCPUDP,num
30,20130411002900,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
31,20130411003000,100,StaBytes,allnet,allnet,TCPUDP,num
32,20130411003100,100,StaBytes,allnet,allnet,TCPUDP,num
33,20130411003200,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
34,20130411003300,100,StaBytes,allnet,allnet,UDPTCPOTHER,num
35,20130411003400,100,StaBytes,allnet,allnet,TCPUDP,num
36,20130411003500,100,StaBytes,allnet,allnet,TCP,num
37,20130411003600,100,StaBytes,allnet,allnet,TCPUDP,num
38,20130411003700,100,StaBytes,allnet,allnet,TCPUDP,num
39,20130411003800,100,StaBytes,allnet,allnet,TCPOTHERUDP,num
40,20130411003900,100,StaBytes,allnet,allnet,TCPUDP,num
41,20130411004000,100,StaBytes,allnet,allnet,TCPUDP,num
42,20130411004100,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
43,20130411004200,100,StaBytes,allnet,allnet,TCPOTHERUDP,num
44,20130411004300,100,StaBytes,allnet,allnet,UDPTCP,num
45,20130411004400,100,StaBytes,allnet,allnet,UDPTCP,num
46,20130411004500,100,StaBytes,allnet,allnet,TCPUDP,num
47,20130411004600,100,StaBytes,allnet,allnet,TCPOTHERUDP,num
48,20130411004700,100,StaBytes,allnet,allnet,TCPUDP,num
49,20130411004800,100,StaBytes,allnet,allnet,TCPUDP,num
50,20130411004900,100,StaBytes,allnet,allnet,TCPUDP,num
51,20130411005000,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
52,20130411005100,100,StaBytes,allnet,allnet,TCPUDP,num
53,20130411005200,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
54,20130411005300,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
55,20130411005400,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
56,20130411005500,100,StaBytes,allnet,allnet,UDPTCP,num
57,20130411005600,100,StaBytes,allnet,allnet,TCPUDP,num
58,20130411005700,100,StaBytes,allnet,allnet,OTHERTCPUDP,num
59,20130411005800,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
60,20130411005900,100,StaBytes,allnet,allnet,TCPUDP,num
61,20130411010000,100,StaBytes,allnet,allnet,OTHERUDPTCP,num
62,20130411010100,100,StaBytes,allnet,allnet,TCPUDP,num
63,20130411010200,100,StaBytes,allnet,allnet,TCPUDP,num
64,20130411010300,100,StaBytes,allnet,allnet,UDPTCP,num
65,20130411010400,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
66,20130411010500,100,StaBytes,allnet,allnet,OTHERTCPUDP,num
67,20130411010600,100,StaBytes,allnet,allnet,TCPUDP,num
68,20130411010700,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
69,20130411010800,100,StaBytes,allnet,allnet,TCPUDP,num
70,20130411010900,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
71,20130411011000,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
72,20130411011100,100,StaBytes,allnet,allnet,TCPUDP,num
73,20130411011200,100,StaBytes,allnet,allnet,TCPUDP,num
74,20130411011300,100,StaBytes,allnet,allnet,TCPUDP,num
75,20130411011400,100,StaBytes,allnet,allnet,TCPUDP,num
76,20130411011500,100,StaBytes,allnet,allnet,TCPUDP,num
77,20130411011600,100,StaBytes,allnet,allnet,OTHERTCPUDP,num
78,20130411011700,100,StaBytes,allnet,allnet,TCPUDP,num
79,20130411011800,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
80,20130411011900,100,StaBytes,allnet,allnet,TCPUDP,num
81,20130411012000,100,StaBytes,allnet,allnet,TCPOTHER,num
82,20130411012100,100,StaBytes,allnet,allnet,UDPTCPOTHER,num
83,20130411012200,100,StaBytes,allnet,allnet,TCPUDP,num
84,20130411012300,100,StaBytes,allnet,allnet,TCP,num
85,20130411012400,100,StaBytes,allnet,allnet,TCPUDP,num
86,20130411012500,100,StaBytes,allnet,allnet,TCPUDP,num
87,20130411012600,100,StaBytes,allnet,allnet,TCPUDP,num
88,20130411012700,100,StaBytes,allnet,allnet,UDPTCP,num
89,20130411012800,100,StaBytes,allnet,allnet,TCPUDP,num
90,20130411012900,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
91,20130411013000,100,StaBytes,allnet,allnet,TCPOTHERUDP,num
92,20130411013100,100,StaBytes,allnet,allnet,TCPOTHERUDP,num
93,20130411013200,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
94,20130411013300,100,StaBytes,allnet,allnet,TCPUDP,num
95,20130411013400,100,StaBytes,allnet,allnet,UDPOTHERTCP,num
96,20130411013500,100,StaBytes,allnet,allnet,TCPUDP,num
97,20130411013600,100,StaBytes,allnet,allnet,TCPUDP,num
98,20130411013700,100,StaBytes,allnet,allnet,TCPUDP,num
99,20130411013800,100,StaBytes,allnet,allnet,TCPUDP,num
100,20130411013900,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
101,20130411014000,100,StaBytes,allnet,allnet,TCPUDP,num
102,20130411014100,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
103,20130411014200,100,StaBytes,allnet,allnet,TCPOTHERUDP,num
104,20130411014300,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
105,20130411014400,100,StaBytes,allnet,allnet,TCPOTHERUDP,num
106,20130411014500,100,StaBytes,allnet,allnet,TCPUDP,num
107,20130411014600,100,StaBytes,allnet,allnet,UDPTCP,num
108,20130411014700,100,StaBytes,allnet,allnet,TCPUDP,num
109,20130411014800,100,StaBytes,allnet,allnet,TCPUDP,num
110,20130411014900,100,StaBytes,allnet,allnet,TCPUDP,num
111,20130411015000,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
112,20130411015100,100,StaBytes,allnet,allnet,TCPUDP,num
113,20130411015200,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
114,20130411015300,100,StaBytes,allnet,allnet,TCPUDP,num
115,20130411015400,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
116,20130411015500,100,StaBytes,allnet,allnet,UDPTCPOTHER,num
117,20130411015600,100,StaBytes,allnet,allnet,UDPTCP,num
118,20130411015700,100,StaBytes,allnet,allnet,TCPUDP,num
119,20130411015800,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
120,20130411015900,100,StaBytes,allnet,allnet,TCP,num
121,20130411020000,100,StaBytes,allnet,allnet,TCPUDP,num
122,20130411020100,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
123,20130411020200,100,StaBytes,allnet,allnet,TCPUDP,num
124,20130411020300,100,StaBytes,allnet,allnet,TCPUDP,num
125,20130411020400,100,StaBytes,allnet,allnet,UDPTCPOTHER,num
126,20130411020500,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
127,20130411020600,100,StaBytes,allnet,allnet,UDPTCPOTHER,num
128,20130411020700,100,StaBytes,allnet,allnet,UDPTCP,num
129,20130411020800,100,StaBytes,allnet,allnet,UDPTCPOTHER,num
130,20130411020900,100,StaBytes,allnet,allnet,UDPTCP,num
131,20130411021000,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
132,20130411021100,100,StaBytes,allnet,allnet,UDPTCP,num
133,20130411021200,100,StaBytes,allnet,allnet,OTHERTCPUDP,num
134,20130411021300,100,StaBytes,allnet,allnet,TCPUDP,num
135,20130411021400,100,StaBytes,allnet,allnet,TCPUDP,num
136,20130411021500,100,StaBytes,allnet,allnet,UDPTCP,num
137,20130411021600,100,StaBytes,allnet,allnet,TCPUDP,num
138,20130411021700,100,StaBytes,allnet,allnet,TCPUDP,num
139,20130411021800,100,StaBytes,allnet,allnet,TCPUDP,num
140,20130411021900,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
141,20130411022000,100,StaBytes,allnet,allnet,TCP,num
142,20130411022100,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
143,20130411022200,100,StaBytes,allnet,allnet,UDPTCPOTHER,num
144,20130411022300,100,StaBytes,allnet,allnet,TCPUDP,num
145,20130411022400,100,StaBytes,allnet,allnet,UDPTCP,num
146,20130411022500,100,StaBytes,allnet,allnet,TCPUDP,num
147,20130411022600,100,StaBytes,allnet,allnet,TCPUDP,num
148,20130411022700,100,StaBytes,allnet,allnet,UDPTCPOTHER,num
149,20130411022800,100,StaBytes,allnet,allnet,TCPOTHERUDP,num
150,20130411022900,100,StaBytes,allnet,allnet,TCPUDP,num
151,20130411023000,100,StaBytes,allnet,allnet,TCPOTHERUDP,num
152,20130411023100,100,StaBytes,allnet,allnet,TCPUDPOTHER,num
